spearman,pearson,rmse_ic50
0.5893071033850735,0.5940251280398384,0.5757751541451379
0.6080864498425289,0.5864919911560784,1.0169627198265194
0.6002383647558311,0.6072293803465761,0.5076571943424932
0.6149104105046946,0.5963716824635162,0.6231113883617467
0.5900238716575749,0.6089991845200461,0.6158869703289961
0.6069777753551685,0.6012936374302037,0.5596563109804158
0.5876253708664955,0.5773428993733777,0.7505964787275671
0.6046805882697716,0.6135618964720061,1.0530635626981388
0.6055213955767514,0.5972229052431588,0.5450366069462902
0.5930910015518742,0.5986624107681778,0.5773754917089438
