spearman,pearson,rmse_ic50
0.5357142857142857,0.5882306459422965,0.8839364778793704
0.5928571428571429,0.6311893084902545,0.7983756897466496
0.5642857142857143,0.6056282130159524,1.3964243472312663
0.6392857142857142,0.6141937962406114,1.2165070328800702
0.5428571428571428,0.5805517585125343,1.6034169289235218
0.5857142857142857,0.6401197755422544,0.8650637072436006
0.5357142857142857,0.5707366383099697,1.1103401868919365
0.5642857142857143,0.556981847884584,0.8931003878734944
0.5821428571428572,0.591272240322534,1.4374734977348684
0.5428571428571428,0.5919641006245175,0.9047525947694736
