spearman,pearson,rmse_ic50
0.5783758420143159,0.59983651452787,0.5075993777219521
0.5999160135302183,0.5920701948674404,0.6152385243570242
0.5941704969325217,0.6080798181709561,1.0437808163439717
0.6136491995442247,0.5911002737165051,0.5368336749913221
0.5876253708664955,0.5630336017261061,0.5496745024087369
0.5971133225069517,0.6169397536116618,1.120749405316906
0.5738912219647744,0.5814853630546319,0.5330093933988034
0.5949128784470006,0.5952481498377691,0.5781715350499002
0.5963290424542006,0.6044318388486994,0.6359947623273103
0.5901479696443626,0.595940316404702,0.5772850197526683
