spearman,pearson,rmse_ic50
0.6571428571428571,0.6781515409757859,0.8108747560284083
0.6857142857142857,0.7152513857513848,0.866825086767198
0.6785714285714286,0.6770354045008579,0.8720096961986183
0.7,0.6909034480482257,0.9567586345052655
0.6642857142857143,0.6815517275605627,0.6897253704230074
0.6821428571428572,0.6267429609737233,1.3639987847506676
0.65,0.669027069857731,0.7805798852862385
0.6785714285714286,0.6630036469674728,0.7793236105904474
0.6821428571428572,0.6717937282561827,1.35059727932901
0.6785714285714286,0.6862168621356893,0.6636890916057604
