spearman,pearson,rmse_ic50
0.6714285714285714,0.6774201329868925,0.8004078045902802
0.7071428571428572,0.6996734078611788,0.9171917738276628
0.6928571428571428,0.6769048643386827,0.6803023605605574
0.7214285714285714,0.7043514327010011,0.7099316969222159
0.6821428571428572,0.6652435113343694,1.3070373192360072
0.7071428571428572,0.7156259484468435,0.6956216047287966
0.6535714285714286,0.6726760997054326,0.7979494081610022
0.6964285714285714,0.6838417612458942,0.8548468369017366
0.7071428571428572,0.6939149609985894,0.6659894178623256
0.6821428571428572,0.7147630329973694,0.8684428093217358
