spearman,pearson,rmse_ic50
0.7133025551938227,0.6821408507310804,0.6282990714221929
0.73856607998696,0.7037458897295763,0.6282167969293159
0.7249760459603068,0.6919002554092781,0.7202227716152128
0.7478003338768654,0.6996996231834339,1.1529660177348036
0.7183239694953449,0.6847226045578296,1.034579169142437
0.7302900977271392,0.7212923441770634,0.963445492175063
0.712518514769208,0.6790025031031267,0.5841389752473692
0.726631242412271,0.6939115336329368,1.3298061430402557
0.7279379764532953,0.692351578795349,0.7572398125430881
0.7236693119192825,0.7094185366724052,1.5383578687364894
